# the average fraction of flux contained within in a TESS photometric aperture of given number of pixels
#   (rough average values for stars between 0 and 12 degrees from field center, 
#	traced by ZKBT on 1/20/2015 from Peter Sullivan’s simulation paper)
npix    fraction
1.003	0.325
1.285	0.396
2.023	0.526
2.897	0.638
4.745	0.790
7.159	0.873
10.456	0.925
16.958	0.982
24.590	1.000
33.466	1.000
51.732	1.000
91.432	1.000
