# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov  4 07:43:34 2015
#
# CONSTRAINT:  order by kepid desc
#
# COLUMN kepid:          (not found)
# COLUMN tce_plnt_num:   Planet Number
# COLUMN tce_period:     Orbital Period [days]
# COLUMN tce_time0bk:    Transit Epoch [BKJD]
# COLUMN tce_duration:   Transit Duration [hrs]
# COLUMN tce_ingress:    Ingress Duration [hrs]
# COLUMN tce_depth:      Transit Depth [ppm]
#
rowid,kepid,tce_plnt_num,tce_period,tce_time0bk,tce_duration,tce_ingress,tce_depth
13371,8324518,1,1.628870,132.344,1.7220,2.1780000e-02,1.4230000e+02
13313,8324490,1,6.162200,135.667,15.3200,1.9520000e-01,4.9810000e+01
13369,8324490,2,6.163510,133.527,9.1240,3.7600000e+00,8.9400000e+01
13370,8324490,3,6.166540,131.561,9.3260,2.7790000e+00,5.8390000e+01
13311,8324305,1,0.527713,131.860,1.7540,1.3330000e-02,1.7970000e+00
13312,8324305,2,0.527708,131.581,1.9440,9.2300000e-03,6.1370000e+00
13250,8324292,1,1.064450,131.756,4.0780,3.4770000e-02,8.9960000e+01
13310,8324292,2,1.064530,132.228,4.1270,8.1400000e-02,9.7590000e+01
13249,8324268,1,1.004540,131.960,2.0770,5.9930000e-03,9.3210000e+00
13248,8324032,1,0.633454,131.995,2.0910,1.5080000e-02,3.3940000e+01
13247,8323764,1,6.714240,134.318,3.3700,7.1750000e-01,3.6190000e+04
13189,8323753,1,6.714250,134.316,3.3510,8.8270000e-01,4.3200000e+02
13188,8323104,1,6.043750,132.624,14.3000,1.8280000e-01,5.2200000e+00
13130,8323096,1,2.244020,132.848,2.8960,2.0690000e-02,3.2640000e+01
13186,8323096,2,0.897778,131.816,3.2810,1.2630000e-02,1.6430000e+01
13187,8323096,3,1.026210,131.980,3.3830,4.4830000e-02,4.7860000e+01
13128,8322973,1,11.445800,138.323,17.4800,1.3120000e-01,7.3840000e+01
13129,8322973,2,11.445100,137.107,20.6700,1.7630000e-01,4.8750000e+01
13068,8322861,1,0.897512,131.660,3.0870,2.4850000e-02,4.2420000e+01
13069,8322861,2,0.544392,131.597,0.8904,2.5040000e-01,6.3260000e+01
13067,8322263,1,1.493070,132.152,7.4890,9.0890000e-02,3.5380000e+01
13010,8322243,1,0.550327,131.665,1.1110,3.0960000e-02,2.0580000e+02
13065,8322243,2,0.550337,132.025,1.1390,1.8820000e-02,2.4050000e+02
13066,8322243,3,1.157490,131.688,3.5000,4.5120000e-02,1.9390000e+02
13008,8322177,1,2.941980,132.910,9.5400,5.7000000e-02,2.7630000e+01
13009,8322177,2,2.942120,131.862,8.1930,2.8080000e-01,3.1150000e+01
12947,8321604,1,0.601638,132.058,2.0670,9.9210000e-03,2.6250000e+01
12948,8321604,2,0.666456,131.745,5.1130,2.2880000e-02,2.3480000e+01
12946,8321314,1,15.033600,144.983,3.3340,1.1360000e-01,3.7400000e+02
12884,8321270,1,6.496450,137.809,18.4700,1.6740000e-01,9.7430000e+01
12945,8321270,2,6.498190,133.538,17.3600,3.0940000e-01,7.8330000e+01
12883,8321252,1,1.340760,132.598,2.3310,9.2500000e-03,1.7960000e+01
12882,8320954,1,0.772426,132.004,1.8750,1.2100000e-02,1.1320000e+01
12821,8320630,1,19.254400,148.019,4.7870,7.9320000e-02,1.7170000e+02
12820,8316526,1,1.355100,132.418,2.7010,1.9810000e-02,1.4400000e+01
12819,8316503,1,5.065330,134.982,4.8760,2.4440000e+00,1.5780000e+05
12756,8316195,1,4.601900,134.976,13.9400,1.4090000e-01,6.3730000e+01
12757,8316195,2,4.601830,132.717,15.1200,1.3650000e-01,7.8570000e+01
12818,8316195,3,1.662250,132.943,3.1930,9.8340000e-01,1.4810000e+02
12755,8315394,1,0.971037,131.987,5.8350,4.4140000e-02,5.1610000e+01
12696,8314801,1,37.183200,158.646,14.2500,4.3970000e+00,2.3690000e+05
12754,8314801,2,37.183300,148.964,13.6700,4.5740000e+00,2.4760000e+05
12634,8314525,1,0.881166,131.616,2.4110,4.0480000e-02,2.6300000e+02
12635,8314525,2,6.708070,135.134,13.2500,6.6270000e+00,7.3390000e+02
12693,8314525,3,6.708510,137.871,16.3300,7.6700000e-01,6.2670000e+02
12694,8314525,4,6.708850,133.826,14.7500,1.7160000e+00,4.5100000e+02
12695,8314525,5,6.708290,132.390,12.5000,1.1410000e-01,9.7300000e+01
12633,8314487,1,480.851000,327.694,4.2600,2.3660000e-01,1.1620000e+02
12572,8314392,1,0.901454,132.248,2.0350,1.2920000e-02,4.6630000e+01
12573,8314392,2,0.901415,131.757,2.7780,2.0170000e-02,1.4430000e+01
12632,8314392,3,0.901363,132.038,2.2140,8.0100000e-03,1.5080000e+01
12571,8313667,1,30.587200,132.294,7.2990,3.1950000e+00,4.1260000e+02
12510,8313144,1,1.850600,133.079,2.2160,7.9230000e-02,8.5640000e+00
12570,8313144,2,0.616828,131.584,2.1100,5.5820000e-03,6.5610000e+00
12509,8312852,1,7.440460,134.761,2.3320,5.8050000e-02,6.3690000e+02
12508,8312222,2,12.823300,143.037,6.6890,5.8370000e+00,8.5040000e+04
13430,8312222,1,12.823300,136.177,5.3140,4.9540000e+00,1.2510000e+05
13429,8311864,1,384.846000,314.979,10.5100,2.7390000e-01,1.9650000e+02
13428,8311534,1,4.403090,135.623,14.2900,7.3690000e-02,2.9520000e+01
13367,8311304,1,0.698049,131.722,2.3340,1.6940000e-02,1.7110000e+00
13368,8311304,2,4.583430,134.046,1.9670,1.3630000e-02,5.6050000e+01
13427,8311304,3,1.432210,131.586,1.4270,1.5890000e-02,3.4350000e+01
13365,8311180,1,0.778335,131.555,2.4930,1.4320000e-02,2.0960000e+01
13366,8311180,2,0.778326,132.142,2.3690,2.0280000e-02,1.6910000e+01
13307,8311110,1,1.473220,132.119,5.2790,4.7210000e-02,9.4070000e+01
13308,8311110,2,2.157420,132.500,8.5690,8.9540000e-02,1.1820000e+02
13309,8311110,3,2.157240,133.579,3.8500,1.3910000e+00,1.4050000e+02
13244,8310243,1,0.662587,131.899,1.5120,1.1370000e-01,2.1300000e+02
13245,8310243,2,0.662583,132.122,2.0000,4.6430000e-02,1.5200000e+02
13246,8310243,3,0.662591,131.676,2.0000,2.2040000e-02,1.4050000e+02
13243,8308526,1,0.664542,132.094,2.3250,4.8050000e-02,1.6090000e+01
13184,8308347,1,164.948000,215.313,40.2200,5.7990000e+00,3.4280000e+04
13185,8308347,2,164.933000,279.099,26.6200,7.9040000e+00,2.8210000e+04
13183,8308260,1,0.973170,132.250,1.1880,1.2830000e-02,1.3820000e+02
13182,8307165,1,0.880377,131.637,3.4380,1.2860000e-02,1.2190000e+01
13127,8302473,1,2.442000,132.126,3.3990,3.4260000e-02,1.2750000e+02
13126,8302455,1,2.441990,132.132,3.8620,3.3140000e+00,9.6070000e+04
13125,8302450,1,2.441970,132.138,2.5720,3.7430000e-02,2.3360000e+02
13124,8302302,1,1.135960,132.380,3.0270,2.7680000e+00,2.6360000e+04
13064,8302223,1,724.376000,132.833,14.8800,3.3620000e-01,3.5930000e+02
13063,8301878,1,20.710500,140.904,2.6900,1.2790000e-01,1.5030000e+02
13062,8301013,1,2.214010,133.176,3.0000,9.5550000e-01,3.7430000e+05
13061,8299955,1,2.682780,131.572,2.5290,2.4820000e-02,1.1650000e+02
13007,8299947,1,2.682770,131.568,4.5410,2.0660000e+00,3.9380000e+05
13004,8299332,1,0.587814,131.665,1.4390,1.4770000e-02,8.3400000e+01
13005,8299332,2,0.587784,131.792,2.4920,4.7320000e-02,9.7920000e+01
13006,8299332,3,0.587807,131.528,1.4210,2.3090000e-02,1.6800000e+02
13003,8297319,1,328.328000,144.063,14.5700,5.4020000e-01,3.6600000e+02
12942,8297017,1,1.547520,132.469,3.4540,1.8840000e-02,3.4220000e+01
12943,8297017,2,0.773726,132.028,0.9049,5.4890000e-01,3.3210000e+01
12944,8297017,3,1.547530,131.679,4.5680,2.2500000e-02,2.8500000e+01
12877,8296467,1,10.303400,137.164,3.5000,1.1750000e+00,5.5720000e+05
12878,8296467,2,10.303300,133.308,2.5000,8.3940000e-01,3.3590000e+05
12879,8296467,3,30.910200,157.543,15.0000,2.1000000e+00,3.1660000e+04
12880,8296467,4,30.910200,147.238,15.0000,2.0120000e+00,2.8680000e+04
12881,8296467,5,30.910200,136.933,15.0000,1.9960000e+00,2.8150000e+04
12941,8296467,6,10.303700,133.091,15.0000,1.4190000e+00,1.3070000e+04
12817,8295671,1,0.981377,132.136,0.8557,4.7230000e-02,1.0240000e+02
12876,8295671,2,0.981408,131.628,0.6267,1.2630000e-02,1.0860000e+02
12816,8295531,1,0.961561,132.122,3.4740,4.3140000e-02,6.0720000e+01
12814,8294484,1,1.012680,132.467,2.8280,6.0910000e-01,8.4430000e+04
12815,8294484,2,1.011650,131.930,1.6100,4.1030000e-02,6.6150000e+02
12752,8293692,1,0.717719,131.783,2.0790,3.8710000e-02,1.1720000e+01
12753,8293692,2,0.717849,132.031,2.6060,1.6900000e-02,4.0860000e+01
12691,8292840,1,100.283000,144.762,10.7800,2.0160000e-01,3.5080000e+02
12692,8292840,2,10.495700,141.307,4.7720,4.6890000e-02,1.1440000e+02
12751,8292840,3,21.869700,140.295,5.4370,6.9040000e-02,1.1670000e+02
12689,8292150,1,2.237890,133.556,5.2940,1.4100000e-01,2.0870000e+01
12690,8292150,2,2.237860,132.455,7.1120,3.4770000e-02,2.8040000e+01
12631,8289804,1,464.511000,344.019,9.5400,1.7020000e-01,3.4890000e+02
12630,8288947,1,3.755740,133.434,2.3270,5.0550000e-02,4.2360000e+02
12629,8288719,1,0.755051,132.194,1.7330,5.2510000e-01,2.2810000e+04
12569,8288553,1,497.970000,416.834,5.5340,6.6970000e-02,6.7770000e+01
12568,8288404,1,519.803000,462.625,14.7800,1.8390000e+01,7.7050000e+04
12567,8288248,1,1.015380,131.882,2.0790,8.2760000e-03,1.8470000e+01
12507,8285970,1,0.561004,131.905,2.7160,3.4320000e-03,1.7930000e+00
12566,8285970,2,0.562494,131.756,0.9476,1.1820000e-02,1.6400000e+02
12506,8285787,1,459.324000,260.200,3.6310,5.8520000e-02,3.3530000e+02
12504,8285254,1,7.535890,137.781,8.2600,3.4120000e+00,1.7230000e+05
12505,8285254,2,7.535910,134.014,6.0000,7.3960000e-01,2.3320000e+04
12503,8284676,1,4.990800,136.233,9.6280,1.0100000e-01,2.9960000e+01
13488,8283875,1,0.800248,132.078,1.0010,1.3670000e-02,1.2270000e+02
13487,8282846,1,133.304000,167.756,7.3720,2.2830000e-01,1.0470000e+03
13426,8282730,1,0.994085,132.413,1.5110,3.0310000e+00,1.2630000e+02
13485,8282730,2,1.723060,133.225,5.5300,2.5440000e-01,7.1760000e+01
13486,8282730,3,0.574318,131.555,2.0000,4.0620000e-02,4.8970000e+02
13425,8282651,1,2.361720,133.239,1.2350,2.5080000e-02,5.4800000e+02
13424,8280615,1,1.092630,132.409,1.4010,3.1920000e-01,1.7350000e+01
13306,8280511,1,10.435500,134.822,3.5590,2.7280000e-01,2.0670000e+02
13362,8280511,2,7.410900,135.750,3.2880,3.6490000e-02,1.2110000e+02
13363,8280511,3,5.249750,135.465,2.5250,2.7130000e-02,6.7100000e+01
13364,8280511,4,21.720400,134.781,3.1560,1.5090000e-01,9.8180000e+01
13423,8280511,5,17.453500,146.649,3.8290,3.1620000e-02,7.8530000e+01
13304,8279765,1,2.757790,132.475,2.7840,1.3610000e+00,4.0870000e+04
13305,8279765,2,1.378890,132.481,2.3380,5.6660000e-01,2.9060000e+03
13303,8278685,1,10.861500,136.812,5.7270,1.2230000e-01,6.4420000e+01
13242,8278371,1,0.677337,131.937,1.7480,2.1900000e-02,4.3970000e+01
13241,8278073,1,12.073200,142.423,4.1170,2.1010000e-01,9.5360000e+01
13239,8277797,1,4.337220,132.851,2.4890,4.2360000e-02,3.6880000e+02
13240,8277797,2,1.653890,132.190,1.6490,1.8130000e-02,1.3400000e+02
13181,8277004,1,423.897000,330.680,14.4100,4.2330000e-01,2.2760000e+02
13179,8266276,1,0.837887,131.990,1.8060,4.5710000e-02,4.4430000e+02
13180,8266276,2,2.594890,132.753,1.8100,2.3430000e-01,6.4980000e+02
13123,8266004,1,0.779938,132.190,1.8230,2.0450000e-02,8.5860000e+01
13121,8265993,1,0.779943,132.174,2.5620,1.0160000e-02,1.9590000e+01
13122,8265993,2,0.779974,131.748,2.1840,3.3350000e-02,1.5300000e+01
13120,8265990,1,0.779954,132.152,2.3260,1.2430000e-02,2.0710000e+01
13059,8265953,1,0.779929,132.181,2.6030,4.0470000e-02,8.7760000e+01
13060,8265953,2,0.779932,131.772,2.4890,1.6280000e-02,5.3140000e+01
13002,8265921,1,0.779907,132.198,2.6750,1.6380000e-02,2.7270000e+01
13058,8265921,2,0.779927,131.810,2.0450,8.0220000e-02,2.4540000e+01
13000,8265876,1,1.908200,132.581,5.4020,1.5350000e-01,2.7830000e+01
13001,8265876,2,1.908260,131.596,6.0230,1.6830000e-01,2.8830000e+01
12999,8265528,1,0.606014,131.916,2.0420,1.2280000e-02,3.6080000e+01
12940,8265520,1,6.208920,136.683,2.1100,7.4570000e-02,1.5980000e+03
12939,8265481,1,0.815517,131.669,3.9260,3.6320000e-02,3.4110000e+01
12938,8265269,1,0.779854,132.257,2.6560,3.2030000e-02,7.1340000e+00
12874,8265244,1,0.555289,131.595,2.0970,3.4610000e-02,7.5390000e+01
12875,8265244,2,0.555302,131.875,2.4270,2.1410000e-02,7.4470000e+01
12873,8265218,1,12.829900,144.285,3.2760,4.9740000e-01,1.4840000e+03
12872,8265204,1,1.240050,131.998,2.4580,5.9480000e-02,2.2260000e+01
12812,8265156,1,2.182370,132.792,3.1770,2.5420000e-02,4.0600000e+01
12813,8265156,2,0.978332,132.141,1.5710,1.5170000e-02,2.7750000e+01
12750,8265126,1,0.620590,131.697,2.2030,2.0010000e-02,9.1650000e+01
12811,8265126,2,4.112180,132.634,8.1770,3.2810000e+00,4.7110000e+02
12747,8265068,1,2.029210,132.633,3.2830,2.7230000e-05,6.9400000e-05
12748,8265068,2,4.057660,134.211,6.4760,3.2380000e+00,7.0210000e+02
12749,8265068,3,2.029980,131.524,9.2560,1.5910000e-01,4.3110000e+01
12687,8265022,1,0.831098,132.027,2.5690,4.8500000e-02,1.1300000e+01
12688,8265022,2,0.831654,131.961,1.3260,4.5430000e-01,8.0800000e+01
12685,8264949,1,0.588570,131.897,2.0000,2.8090000e-02,2.3070000e+02
12686,8264949,2,0.588570,131.605,2.0000,2.8670000e-02,2.0020000e+02
12628,8264767,1,1.378900,132.405,10.1200,3.6510000e-02,1.5240000e+01
12627,8264720,1,0.701852,131.878,2.4180,1.4650000e-02,3.6160000e+01
12565,8264708,1,4.628350,132.533,12.2200,1.1350000e-01,4.1160000e+01
12626,8264708,2,4.628270,134.655,11.8300,1.9430000e-01,5.5950000e+01
12563,8264706,1,2.135830,131.803,7.4030,1.7400000e-01,1.5640000e+02
12564,8264706,2,0.769904,132.174,2.3480,2.0940000e-02,9.1820000e+01
12562,8264698,2,0.673485,131.535,2.2870,1.1720000e-01,9.3380000e+01
13484,8264698,1,0.673474,131.891,2.2450,6.4930000e-02,2.8400000e+01
13421,8264674,1,1.359480,131.808,3.4110,2.6240000e-02,6.8540000e+01
13422,8264674,2,2.265660,132.288,4.5520,5.3510000e-02,8.8260000e+01
13481,8264674,3,2.265810,133.194,5.0170,2.8330000e-01,1.1350000e+02
13482,8264674,4,102.005000,161.288,9.0060,1.1110000e+00,7.4890000e+02
13483,8264674,5,299.753000,397.974,3.2740,2.9380000e+00,1.7670000e+03
13361,8264667,1,1.125630,131.647,3.3670,2.3930000e-02,4.7200000e+01
13419,8264667,2,1.125650,132.187,3.1950,4.9350000e-02,6.3420000e+01
13420,8264667,3,4.613880,134.287,9.0310,4.2450000e+00,4.3900000e+02
13360,8264635,1,0.836838,131.785,2.9090,1.3330000e-02,1.8090000e+01
13302,8264623,1,3.589800,133.591,4.7020,1.2320000e-01,2.6110000e+01
13359,8264623,2,0.512763,131.612,2.6650,2.0850000e-02,1.5370000e+01
13298,8264588,1,0.662872,131.652,1.5000,1.6160000e-02,1.3460000e+02
13299,8264588,2,0.925062,132.201,2.5600,4.1340000e-02,1.9570000e+02
13300,8264588,3,0.850360,131.797,2.5000,4.5890000e-02,9.4220000e+01
13301,8264588,4,0.850353,132.026,2.0000,1.8090000e-02,9.4850000e+01
13237,8264583,1,0.711476,131.797,2.3800,3.8890000e-02,8.8270000e+00
13238,8264583,2,0.974720,131.970,1.5690,1.3320000e-02,7.0820000e+01
13236,8264581,1,2.214800,132.443,4.8310,1.4800000e-01,1.3430000e+01
13235,8264565,1,2.499900,131.586,4.0510,1.0490000e-01,1.5070000e+02
13177,8264550,1,2.656210,133.522,5.5780,2.3830000e-02,2.1390000e+01
13178,8264550,2,0.792403,131.563,1.8610,5.0150000e-02,6.7490000e+00
13118,8264546,1,0.632350,131.866,1.8270,1.2140000e-02,5.0010000e+01
13119,8264546,2,0.632364,131.653,1.8230,2.4990000e-02,5.1870000e+01
13176,8264546,3,0.632362,132.083,1.4740,1.0290000e-02,5.5180000e+01
13056,8264543,1,0.663138,131.639,1.8060,2.2580000e-02,4.1670000e+01
13057,8264543,2,0.663138,131.971,1.8960,1.1760000e-02,4.2790000e+01
13116,8264543,3,1.743930,132.111,6.0040,8.7350000e-02,5.8890000e+01
13117,8264543,4,1.743840,132.926,3.2400,5.9420000e-02,7.7810000e+01
13055,8264526,1,5.686900,135.647,7.8620,5.2740000e-02,5.0580000e+01
12995,8264494,1,1.041500,131.897,1.2140,7.5130000e-02,1.1920000e+02
12996,8264494,2,1.041510,132.078,1.3660,2.7570000e-02,1.1060000e+02
12997,8264494,3,271.602000,384.729,9.9030,2.3570000e-01,6.5210000e+02
12998,8264494,4,0.753880,131.980,2.5000,2.6560000e-02,1.3180000e+02
12936,8264492,1,0.528155,132.132,2.8390,1.4650000e-04,1.6860000e-03
12937,8264492,2,0.500064,131.591,1.5990,1.3890000e-02,7.1540000e+01
12934,8264404,1,0.526427,131.664,1.4680,4.7330000e-02,2.8230000e+02
12935,8264404,2,0.688460,131.579,1.7950,5.6310000e-01,5.2700000e+02
12871,8264402,1,215.954000,271.370,8.1540,2.6530000e-01,3.7940000e+02
12870,8264304,1,0.647841,131.884,1.4780,6.9960000e-05,7.0640000e-04
12869,8264287,1,0.854494,131.886,4.1630,4.6620000e-02,1.5690000e+02
12867,8264097,1,2.897430,132.041,3.4900,1.2600000e+00,2.8880000e+05
12868,8264097,2,1.448720,132.032,2.5000,3.3500000e-01,2.8320000e+04
12810,8264070,1,2.897400,132.049,2.1940,1.2700000e-01,1.0100000e+03
12809,8264061,1,0.668131,132.163,2.5200,1.8450000e-02,6.2780000e+01
12807,8264037,1,0.663828,131.950,1.5950,6.4000000e-01,5.5380000e+02
12808,8264037,2,0.524761,131.509,3.9140,4.1480000e-03,1.2970000e+00
12745,8263970,1,0.589228,131.551,2.0680,1.9260000e-02,8.5560000e+01
12746,8263970,2,0.594884,132.065,1.9860,4.6560000e-02,1.5500000e+02
12744,8263882,1,0.625519,131.923,1.7880,2.0470000e-02,3.6090000e+01
12684,8263752,1,10.993800,138.804,4.9120,2.4560000e+00,4.8810000e+03
12743,8263752,2,10.993800,133.252,3.9060,1.9530000e+00,2.7100000e+03
12680,8263746,1,10.993700,138.813,3.5000,1.1750000e+00,4.6020000e+05
12681,8263746,2,5.496890,133.256,2.5000,8.3350000e-01,2.4680000e+05
12682,8263746,3,10.994000,138.884,30.5500,1.0010000e-01,3.1340000e-01
12683,8263746,4,10.994000,133.387,6.0000,5.0980000e-01,1.0790000e+04
12625,8263545,1,4.445840,131.752,2.2920,8.7120000e-02,4.3500000e+02
12624,8262490,1,550.072000,258.593,6.1490,1.7750000e-01,6.5680000e+02
12622,8262436,1,2.038560,131.981,6.3490,6.2370000e-02,2.3840000e+01
12623,8262436,2,4.076350,135.211,6.9980,3.5580000e-02,3.0680000e+01
12560,8262409,1,0.997253,132.044,2.2380,5.3510000e-02,1.3260000e+01
12561,8262409,2,0.997215,131.567,2.3860,1.5030000e-02,2.5230000e+01
12558,8262223,1,1.613010,131.749,3.7450,1.8460000e+00,1.3780000e+05
12559,8262223,2,0.806511,131.740,2.5000,2.9900000e-01,2.1030000e+04
13480,8262210,1,1.612970,131.768,2.1550,1.1110000e-01,1.0870000e+02
13418,8261920,1,6.693330,137.705,1.8940,6.5590000e-02,7.5860000e+02
13478,8261920,2,15.450000,145.915,1.7130,3.9460000e-02,7.1770000e+02
13479,8261920,3,33.136100,136.373,4.7240,9.3780000e-01,9.2840000e+02
13416,8261157,1,1.172150,131.804,4.5000,6.8810000e-02,2.7590000e+02
13417,8261157,2,1.172160,132.349,4.7250,2.6210000e-02,2.7920000e+01
13415,8260902,1,38.671500,157.621,5.3380,1.3300000e-01,6.2640000e+02
13414,8260885,1,1.330900,131.976,8.4440,3.1850000e-02,1.6800000e+01
13357,8260818,1,0.927500,132.097,3.2760,8.9550000e-02,4.5410000e+01
13358,8260818,2,0.618342,132.101,2.2060,1.5050000e-02,5.3770000e+01
13356,8260234,1,5.714780,132.134,3.0670,3.1570000e-01,2.7970000e+02
13297,8260218,1,5.714820,132.130,3.1430,2.9390000e-01,1.2850000e+04
13296,8260198,1,0.955290,132.182,1.1110,1.4390000e-01,6.0620000e+02
13295,8259835,1,436.682000,308.585,12.3800,6.8840000e-01,6.2670000e+02
13232,8259713,1,27.879800,134.542,6.9070,1.6370000e-01,1.8730000e+02
13233,8259713,2,3.551950,134.701,4.3240,3.0120000e-02,4.5780000e+01
13234,8259713,3,1.775510,131.562,4.9330,3.3600000e-02,2.5180000e+01
13294,8259713,4,3.548130,133.949,5.9990,4.3120000e-02,5.5310000e+01
13231,8259709,1,5.838690,131.793,14.7600,1.3730000e-01,2.1850000e+01
13175,8259183,1,609.160000,185.964,14.9600,2.1300000e-01,1.2680000e+02
13173,8259177,1,6.002600,135.943,14.2000,9.8710000e-02,2.4520000e+01
13174,8259177,2,6.001690,131.684,16.8400,9.4870000e-02,3.3860000e+01
13113,8259061,1,0.636005,132.105,1.2430,4.5730000e-01,2.5090000e+02
13114,8259061,2,0.513799,131.999,1.6530,5.9710000e-02,3.7370000e+02
13115,8259061,3,0.513798,131.614,1.5000,3.3470000e-02,5.9000000e+02
13052,8258171,1,23.627200,150.027,7.8220,8.5230000e-02,1.4130000e+02
13053,8258171,2,23.627600,137.745,7.9790,6.5270000e-02,7.9200000e+01
13054,8258171,3,5.729000,134.141,10.7700,5.3990000e-02,1.3910000e+01
13112,8258171,4,5.728930,131.878,11.1800,7.3380000e-02,1.1640000e+01
12994,8258160,1,23.627400,150.020,11.3000,1.9460000e+01,1.3190000e+04
13051,8258160,2,23.627400,137.739,11.8200,3.6760000e+01,7.3950000e+03
12993,8258103,1,0.594131,132.004,2.1930,5.9460000e-03,7.4180000e+00
12990,8257407,1,89.697900,176.308,3.5000,1.1530000e+00,2.7920000e+05
12991,8257407,2,179.400000,176.056,15.0000,1.0730000e+00,6.8680000e+03
12992,8257407,3,358.793000,265.773,10.5000,6.0140000e-01,4.2720000e+03
12932,8257205,1,148.460000,151.388,5.3680,2.6400000e-01,1.5120000e+03
12933,8257205,2,7.127610,136.014,2.6110,3.4900000e-02,2.2260000e+02
12931,8257115,1,0.995074,132.498,4.2140,1.8300000e-02,2.2190000e+01
12930,8256882,1,2.411920,133.020,1.3400,1.2060000e-02,6.5360000e+01
12864,8256643,1,0.692946,131.665,2.1610,2.7400000e-02,1.0130000e+02
12865,8256643,2,0.692948,132.009,1.9200,2.4920000e-02,1.0610000e+02
12866,8256643,3,0.581557,131.659,2.0000,3.7480000e-02,4.1370000e+02
12862,8256478,1,0.745147,131.725,2.8500,1.1060000e-02,1.7870000e+01
12863,8256478,2,0.745230,132.036,1.9180,5.7770000e-02,2.0780000e+01
12806,8256453,1,1.347490,132.139,1.0720,6.4180000e-02,1.0430000e+03
12805,8256049,1,16.371900,140.018,2.9520,1.5990000e-01,3.2520000e+03
12804,8256044,1,16.371900,140.019,3.4550,2.8260000e+00,6.9620000e+04
12742,8255887,1,4.708330,133.780,3.1750,2.4980000e-01,8.0820000e+03
12740,8255799,1,1.663950,132.029,3.7000,2.4880000e-02,2.6120000e+01
12741,8255799,2,1.621650,132.488,5.7250,7.7370000e-02,5.8370000e+01
12678,8255272,1,0.675566,131.915,1.4210,2.2800000e-02,9.3060000e+00
12679,8255272,2,0.675547,131.794,2.4680,4.4510000e-02,1.6560000e+01
12739,8255272,3,0.675441,132.730,4.3700,1.0520000e-02,6.7790000e+00
12677,8255058,1,6.279900,135.297,5.4210,2.7100000e+00,3.9100000e+03
12621,8254901,1,189.365000,147.190,1.8950,2.9630000e-02,3.5120000e+02
12620,8254882,1,0.925648,132.119,1.6330,2.5870000e-02,6.9370000e+01
12619,8251079,1,0.613009,131.665,1.5160,1.1250000e-02,6.7170000e+01
12557,8250824,1,1.370790,132.688,4.0190,6.1350000e-02,7.4120000e+00
12618,8250824,2,1.370720,132.041,5.0140,1.4550000e-02,8.0360000e+00
12556,8250687,1,2.192310,133.114,7.3920,9.9860000e-02,5.0260000e+01
12555,8248939,1,1.633440,132.864,2.2050,3.3370000e-02,2.3450000e+02
12554,8248630,2,0.688338,132.165,1.7510,7.2880000e-02,6.0120000e+01
13477,8248630,1,0.503508,131.979,1.6260,1.6320000e-02,6.3650000e+01
13476,8248415,1,0.989141,131.733,3.9630,5.7640000e-02,5.4590000e+01
13475,8248103,1,4.830140,134.643,0.8752,1.3680000e-02,2.1040000e+02
13413,8247771,1,1.118550,131.727,1.5310,2.7880000e-02,2.2930000e+02
13412,8247770,1,8.281630,136.247,3.4690,4.1840000e-02,1.4310000e+02
13354,8247638,1,16.514100,143.089,4.2180,2.3710000e-01,1.0860000e+03
13355,8247638,2,30.132900,160.252,5.3890,8.0350000e-01,1.1530000e+03
13410,8247638,3,99.641300,198.688,4.6110,3.8200000e-01,1.1040000e+03
13411,8247638,4,4.790880,131.524,2.9460,2.3710000e-01,2.3900000e+02
13352,8247543,1,0.840888,132.319,2.8830,1.9780000e-01,1.6350000e+02
13353,8247543,2,0.881873,132.228,3.6450,7.8700000e-02,1.4980000e+02
13292,8247116,1,0.835864,132.013,3.3650,6.5750000e-02,1.2180000e+02
13293,8247116,2,0.835859,131.597,3.6070,3.6270000e-02,1.1280000e+02
13290,8246833,1,0.586988,131.567,1.9660,1.1600000e-01,1.2240000e+02
13291,8246833,2,1.234610,131.546,2.8280,8.9130000e-01,3.1020000e+02
13230,8246781,1,185.023000,273.185,4.8270,3.6850000e+00,4.4120000e+04
13228,8245366,1,0.691953,131.791,2.3030,1.7180000e-01,2.0490000e+02
13229,8245366,2,0.691962,132.114,2.8590,4.2830000e-02,2.7070000e+02
13171,8245197,1,4.552800,132.251,11.6200,5.3810000e-02,2.5420000e+01
13172,8245197,2,2.276670,133.293,7.0960,4.0950000e-02,1.2860000e+01
13169,8245192,1,4.987850,132.095,7.4510,6.7410000e-02,2.4500000e+01
13170,8245192,2,2.493720,132.777,7.2450,8.8910000e-02,1.6900000e+01
13111,8245132,1,574.366000,137.655,3.4480,7.3890000e-02,5.8130000e+02
13110,8245118,1,0.992591,132.368,2.9680,1.1380000e-02,1.6420000e+01
13050,8244758,1,0.800378,131.972,2.0210,1.8590000e-01,3.2730000e+02
13109,8244758,2,0.800318,131.639,2.7640,3.0260000e-01,5.3220000e+02
13047,8244757,1,0.680680,131.586,0.8866,2.6410000e-01,2.8250000e+01
13048,8244757,2,0.680181,132.145,1.9530,9.5970000e-02,8.4860000e+01
13049,8244757,3,0.811478,131.816,2.6160,3.8140000e-02,1.4200000e+02
