# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov  4 07:43:34 2015
#
# CONSTRAINT:  order by kepid desc
#
# COLUMN kepid:          (not found)
# COLUMN tce_plnt_num:   Planet Number
# COLUMN tce_period:     Orbital Period [days]
# COLUMN tce_time0bk:    Transit Epoch [BKJD]
# COLUMN tce_duration:   Transit Duration [hrs]
# COLUMN tce_ingress:    Ingress Duration [hrs]
# COLUMN tce_depth:      Transit Depth [ppm]
#
rowid,kepid,tce_plnt_num,tce_period,tce_time0bk,tce_duration,tce_ingress,tce_depth
15618,10215422,2,24.847100,146.254,7.1890,4.5900000e+00,6.0090000e+04
15615,10214328,1,359.676000,168.480,10.4500,1.3450000e-01,1.9890000e+02
15616,10214328,2,659.409000,254.174,14.8700,3.5160000e-01,2.1020000e+02
15558,10214162,1,17.423900,148.829,4.2060,1.4230000e-01,7.5320000e+02
15557,10214039,1,587.584000,131.753,9.4820,1.6720000e-01,2.3140000e+02
15555,10213964,1,0.528109,131.600,1.2090,1.6400000e-01,8.7560000e+01
15556,10213964,2,0.520369,131.589,1.5000,2.8680000e-02,4.2940000e+02
15497,10213902,1,59.622300,138.138,6.6840,5.8530000e-01,1.0220000e+03
15496,10212620,1,447.707000,482.339,5.4610,1.0280000e-01,3.7120000e+02
15494,10212441,1,15.044800,133.203,5.7890,5.3100000e-02,1.0080000e+02
15495,10212441,2,1.366680,131.547,4.6390,5.8190000e-02,6.4830000e+00
15436,10208759,1,2.287510,132.359,6.0000,1.4360000e+00,3.7320000e+05
15434,10208345,1,3.624800,134.434,12.2400,1.4320000e-01,8.1460000e+01
15435,10208345,2,3.625020,132.565,12.6400,1.5670000e-01,1.8260000e+02
15433,10208303,2,8.086910,136.320,15.6700,2.9740000e-01,1.9080000e+01
16344,10208303,1,8.088330,134.071,14.9300,1.8760000e-01,3.7650000e+01
16343,10208140,1,458.500000,323.941,13.8300,3.4200000e-01,7.7010000e+02
16342,10206675,1,8.701260,133.192,3.6090,5.9290000e-02,3.5060000e+02
16283,10206643,1,0.691362,131.615,2.1870,9.8230000e-02,6.4210000e+01
16341,10206643,2,0.691383,131.926,3.2020,3.9750000e-02,1.8250000e+02
16282,10206049,1,343.095000,186.054,20.9700,3.2940000e+01,1.2790000e+03
16281,10203349,1,17.146400,140.664,3.8210,1.6490000e-01,4.5080000e+02
16224,10202859,1,4.589050,135.895,14.5800,7.2940000e-02,2.1590000e+01
16223,10202759,1,0.872949,132.373,0.9349,1.0260000e-02,1.1390000e+02
16221,10201143,1,10.343900,141.109,17.8200,2.5760000e-01,3.9160000e+01
16222,10201143,2,10.344200,137.908,14.3600,7.5130000e-02,2.2690000e+01
16164,10200627,1,7.701620,134.232,10.7200,2.0940000e-01,1.4980000e+02
16162,10199055,1,1.635090,131.622,5.4270,1.5240000e-01,2.4510000e+01
16163,10199055,2,1.014130,132.316,1.8410,1.2350000e-02,5.2810000e+01
16103,10198872,1,3.352960,134.379,10.1000,1.2040000e-01,1.0890000e+02
16100,10198662,1,5.163670,132.117,14.0100,1.2100000e-01,6.8680000e+01
16101,10198662,2,5.163890,134.950,14.5500,1.1810000e-01,6.3830000e+01
16102,10198662,3,5.163200,133.331,8.5710,1.2060000e-01,4.0820000e+01
16039,10198109,1,17.918700,146.393,4.3750,1.1290000e+00,1.1970000e+05
16040,10198109,2,17.918700,140.351,7.0450,1.5070000e+00,4.8290000e+03
16038,10197293,1,433.833000,411.022,11.0300,2.5720000e-01,3.0050000e+02
15980,10196863,1,1.603270,132.312,2.5970,3.7630000e-01,2.2630000e+01
15981,10196863,2,1.603220,133.153,2.9900,3.8470000e-01,3.3770000e+01
15979,10196750,1,459.266000,260.286,5.4810,3.9540000e-01,8.9810000e+02
15919,10195933,1,5.685630,132.780,18.3300,4.7040000e-01,1.6850000e+02
15978,10195933,2,5.684220,137.064,17.6600,2.0800000e-01,1.3890000e+02
15862,10195926,1,5.684650,131.602,2.9330,3.4580000e-02,3.8320000e+01
15863,10195926,2,5.684610,136.921,2.3340,1.1330000e-02,2.2800000e+01
15916,10195926,3,5.684840,131.907,3.4250,1.5960000e-02,2.0760000e+01
15917,10195926,4,5.684970,132.830,12.5500,6.7850000e-02,1.8570000e+01
15918,10195926,5,2.842390,132.334,2.3210,1.8550000e-02,1.7470000e+01
15861,10191142,1,459.028000,260.521,11.4700,1.2840000e-01,1.8230000e+02
15803,10191070,1,1.213680,131.772,1.2730,1.0280000e-02,4.3150000e+01
15860,10191070,2,2.427480,131.592,1.3520,2.1750000e-02,1.8230000e+02
15802,10191056,1,1.213750,131.743,3.5000,6.8110000e-01,6.6410000e+04
15801,10191036,1,1.213680,131.778,3.6910,1.9470000e-02,2.2390000e+01
15800,10190777,1,1.411220,132.643,1.2990,4.3170000e-02,3.1670000e+02
15742,10190075,1,11.191600,138.043,2.1010,4.7580000e-02,1.6370000e+02
15741,10189557,1,2.931050,131.923,2.3120,3.7970000e-02,1.7910000e+02
15677,10189546,1,24.614800,142.512,2.6590,1.0900000e-01,1.7630000e+03
15739,10189546,2,42.949500,153.740,5.6200,3.9190000e-01,9.5200000e+02
15740,10189546,3,117.040000,245.619,6.8570,4.7980000e-01,7.1710000e+02
15676,10189542,1,24.615000,142.506,2.5020,3.6580000e-02,2.3840000e+02
15675,10189523,1,1.013930,132.406,0.9926,6.0800000e-02,4.0290000e+02
15674,10188940,1,513.949000,384.528,13.7200,1.7750000e-01,2.0170000e+02
15614,10187159,1,7.964330,136.816,1.4960,4.1510000e-02,7.6140000e+02
15552,10187017,1,16.145700,134.754,3.8110,3.5800000e-01,9.6460000e+02
15553,10187017,2,10.311700,134.081,3.1700,6.4790000e-02,2.7870000e+02
15554,10187017,3,27.453800,145.022,3.7440,4.3170000e-02,1.4520000e+02
15612,10187017,4,7.071340,132.917,2.7960,2.0440000e-02,6.8430000e+01
15613,10187017,5,5.286950,135.850,2.7020,1.5730000e-02,4.3900000e+01
15493,10186945,1,0.793671,131.790,1.1510,1.4110000e-02,1.5520000e+02
15551,10186945,2,0.793644,132.201,1.0490,6.4680000e-02,1.2280000e+02
15492,10166297,1,0.571115,131.562,1.9860,3.1300000e-02,6.9820000e+01
15491,10166274,3,28.464500,158.043,2.8290,1.3600000e-01,1.6240000e+03
16339,10166274,1,3.353720,131.517,1.5600,6.0100000e-02,1.2830000e+03
16340,10166274,2,6.877470,132.083,1.3400,8.5880000e-02,1.5920000e+03
16338,10165660,1,440.706000,297.546,3.8620,5.8530000e-02,2.1950000e+02
16337,10164895,1,1.584480,131.760,4.7160,1.7820000e-01,4.5330000e+01
16279,10164569,1,0.672028,131.522,1.4810,1.3740000e-02,8.3280000e+01
16280,10164569,2,0.672030,131.657,1.6620,4.9960000e-02,3.0320000e+01
16278,10164018,1,8.541270,131.621,2.7480,2.3260000e-01,3.1380000e+02
16277,10163885,1,721.311000,131.508,6.0000,2.9590000e-01,3.5790000e+03
16220,10163067,1,25.915200,131.772,9.2540,8.9970000e-02,1.0960000e+02
16276,10163067,2,2.977110,132.565,6.6160,3.2540000e-01,2.4540000e+01
16218,10162509,1,0.962396,132.200,2.7100,4.7010000e-02,2.4320000e+02
16219,10162509,2,0.962943,132.337,2.4950,4.4100000e-02,2.0230000e+02
16161,10161923,1,4.144890,132.574,6.9460,1.2190000e+00,5.1510000e+01
16217,10161923,2,4.145270,135.481,10.1400,6.9930000e-02,5.7170000e+01
16160,10158990,1,1.096560,132.524,1.5480,3.6530000e-02,1.6040000e+02
16159,10158729,1,58.602500,137.666,5.4810,1.2040000e-01,4.0080000e+02
16099,10158418,1,5.007410,135.024,1.4020,5.9210000e-01,4.3520000e+03
16097,10158223,1,1.922610,132.003,6.3040,5.4370000e-02,9.2110000e+01
16098,10158223,2,1.923990,132.897,4.1920,3.0540000e-01,1.0440000e+02
16096,10157573,1,5.115750,132.341,1.7670,4.9830000e-02,9.3940000e+02
16036,10157458,1,7.336820,138.585,3.5340,1.1560000e-01,3.1280000e+02
16037,10157458,2,4.577910,135.640,2.8260,1.4280000e-01,1.2320000e+02
16035,10156332,1,0.823253,132.216,2.6180,4.4560000e-02,9.6020000e+00
15977,10156064,1,2.427970,133.599,5.0150,2.5080000e+00,6.1100000e+04
15976,10156055,1,2.428000,133.598,3.5050,3.6990000e-02,7.2510000e+01
15915,10155816,1,3.733560,135.176,8.6210,6.5100000e-02,5.5240000e+01
15974,10155816,2,3.733000,134.552,8.8000,5.5940000e-02,4.6950000e+01
15975,10155816,3,0.746631,132.181,2.6060,1.9960000e-02,3.7200000e+01
15914,10155434,1,12.706400,142.511,3.2650,1.4510000e+00,8.4810000e+02
15859,10155321,1,0.927400,131.643,1.7500,1.6670000e-01,2.0700000e+01
15913,10155321,2,0.710575,132.120,2.4660,2.7660000e-02,7.9660000e+01
15858,10155080,1,1.930450,131.771,3.7210,9.3150000e+00,6.3910000e+04
15857,10155029,1,2.131650,133.136,1.9150,2.5850000e-02,5.0120000e+01
15856,10155026,1,2.100330,131.960,8.4140,6.2490000e-02,6.4930000e+01
15797,10154994,1,5.409710,134.946,8.1030,4.0070000e-01,4.8030000e+01
15798,10154994,2,2.705000,133.028,8.4290,1.6190000e-01,3.3890000e+01
15799,10154994,3,5.407810,134.107,8.1780,2.8770000e-01,4.0910000e+01
15738,10154966,1,1.211930,131.768,2.1750,6.9950000e-01,1.2650000e+02
15796,10154966,2,1.211930,132.369,3.2550,4.1310000e-01,1.8210000e+02
15737,10154592,1,538.360000,440.877,14.6200,2.1530000e-01,2.6110000e+02
15736,10154388,1,12.062200,138.223,2.0700,3.1700000e-02,2.9390000e+02
15672,10154094,1,1.174900,131.821,1.9360,4.8690000e-01,7.6440000e+01
15673,10154094,2,1.174410,131.525,4.5000,4.0320000e-02,9.2900000e+01
15735,10154094,3,1.174900,132.391,6.5870,2.0560000e-01,2.7590000e+02
15671,10153855,1,1.063790,131.526,1.0940,1.9840000e-02,2.4180000e+02
15670,10153555,1,3.542670,134.402,11.2600,1.5610000e-01,1.8820000e+01
15611,10153011,1,83.097100,162.935,9.1620,6.6320000e+00,1.5920000e+04
15609,10152836,1,220.930000,277.110,11.7100,2.4160000e+00,7.9650000e+04
15610,10152836,2,220.929000,240.818,6.7620,3.2150000e-01,2.5360000e+03
15608,10149023,1,9.956430,134.298,3.7340,7.3370000e-02,4.8130000e+02
15550,10148787,1,3.082920,133.126,9.6740,8.6900000e-02,5.1270000e+01
15549,10148521,1,1.204280,131.646,1.3270,3.4460000e-02,1.9100000e+02
15548,10147854,1,384.156000,260.271,7.6170,1.4700000e-01,3.3110000e+02
15489,10147217,1,2.018040,132.202,6.8800,1.6490000e-01,2.0600000e+01
15490,10147217,2,1.977780,132.791,6.0240,1.5110000e-01,2.4490000e+01
15547,10147217,3,1.977790,131.842,8.6390,4.1600000e-02,2.7320000e+01
15488,10146103,1,7.580570,132.903,3.2810,6.6120000e-02,7.7190000e+01
15487,10141900,4,9.655050,137.079,3.0660,1.4710000e-01,2.9860000e+02
16395,10141900,1,6.503230,135.272,2.5620,4.4190000e-02,3.8590000e+02
16396,10141900,2,4.096650,133.103,2.1810,3.4430000e-02,3.2150000e+02
16397,10141900,3,1.196520,132.543,1.3730,1.0350000e-01,1.9430000e+02
16336,10141439,1,508.272000,162.109,12.6600,4.8570000e-01,6.8120000e+02
16334,10140665,1,4.518430,132.238,14.8500,7.3160000e-02,2.8400000e+01
16335,10140665,2,4.518020,134.511,10.4800,3.5070000e-01,2.6670000e+01
16333,10140274,1,2.442280,133.546,1.9230,5.0440000e-02,1.9630000e+02
16275,10140122,1,0.849371,132.133,1.4180,1.3170000e-02,1.0920000e+02
16216,10139691,1,2.260910,131.730,4.7890,2.8070000e-02,4.0510000e+01
16273,10139691,2,2.260770,132.969,5.5300,1.6180000e-01,2.8690000e+01
16274,10139691,3,2.260980,133.550,4.0310,4.2020000e-02,3.3660000e+01
16214,10139305,1,2.173540,132.315,1.3570,3.2310000e-01,2.6300000e+03
16215,10139305,2,2.173540,133.140,1.2510,3.0430000e-01,2.8320000e+03
16158,10136549,1,9.693120,132.816,5.6850,2.4700000e-01,1.4300000e+02
16213,10136549,2,3.292780,133.004,4.6050,7.5640000e-02,7.5740000e+01
16157,10136240,1,0.566635,131.540,1.6470,5.3590000e-02,3.7590000e+02
16156,10135493,1,293.570000,350.769,3.0850,1.2010000e-01,6.3440000e+02
16094,10135362,1,3.040880,133.213,2.9540,4.4350000e-02,2.2840000e+01
16095,10135362,2,3.040950,134.074,8.7310,5.6050000e-02,3.0730000e+01
16155,10135362,3,3.040750,132.417,7.3570,5.3180000e-02,3.3090000e+01
16033,10134800,1,0.955400,131.884,3.1720,5.2930000e-02,8.9410000e+00
16034,10134800,2,2.084450,134.192,3.4530,3.1210000e+00,2.1250000e+02
16092,10134800,3,2.084550,133.537,5.6020,4.3530000e-01,2.2510000e+02
16093,10134800,4,2.084500,132.848,3.7040,3.2380000e+00,2.5590000e+02
16031,10134709,1,418.736000,458.856,5.4860,1.1270000e-01,4.0130000e+02
16032,10134709,2,495.861000,186.701,15.7800,3.4860000e-01,5.6460000e+02
16030,10134152,1,39.313600,154.935,4.9730,1.1380000e-01,5.1560000e+02
15972,10132867,1,2.096780,131.947,5.4400,1.3540000e-01,2.0820000e+01
15973,10132867,2,2.096780,133.105,4.5950,1.2910000e-01,2.4450000e+01
15971,10132832,1,16.076700,143.391,2.2300,8.2960000e-02,5.1050000e+02
15912,10132618,1,0.673862,131.937,3.1150,2.4980000e-02,1.0540000e+01
15910,10130777,1,0.650915,131.805,1.4390,3.0070000e-02,1.2070000e+02
15911,10130777,2,0.650935,132.065,1.5030,3.0110000e-02,1.1210000e+02
15909,10130057,1,2.178140,132.028,2.4900,5.6720000e-02,9.5550000e+01
15853,10130039,1,12.758000,133.960,4.1340,6.6100000e-02,1.9420000e+02
15854,10130039,2,5.470320,136.965,3.1190,3.2030000e-02,1.0660000e+02
15855,10130039,3,25.098400,145.572,2.7540,3.3030000e-02,1.7780000e+02
15795,10129482,1,0.846291,132.193,1.6810,6.3740000e-01,1.8180000e+05
15793,10129349,1,6.233570,134.443,14.4800,8.2500000e-02,1.9470000e+01
15794,10129349,2,6.233150,132.187,14.8500,6.4470000e-02,2.2160000e+01
15792,10128713,1,498.025000,282.734,13.5600,2.5760000e-01,4.0300000e+02
15732,10128033,1,0.656626,132.051,1.9890,9.0100000e-03,1.9520000e+01
15733,10128033,2,0.652487,131.870,2.0740,3.2840000e-02,7.2860000e+00
15734,10128033,3,0.681748,131.656,2.1880,2.1460000e-02,3.1420000e+00
15669,10125352,1,4.288510,134.838,2.2520,3.3140000e+00,3.8000000e+03
15731,10125352,2,4.288520,132.694,1.5440,2.6220000e-02,2.8440000e+02
15668,10123064,1,4.243740,135.370,3.2770,1.3120000e-01,1.1010000e+03
15667,10122937,1,532.185000,232.082,3.2730,4.3540000e-02,2.0340000e+02
15604,10122538,1,20.956900,139.085,3.5130,1.3810000e-01,2.0480000e+03
15605,10122538,2,12.285500,131.898,3.0470,1.9970000e-01,1.6500000e+03
15606,10122538,3,5.536050,131.890,2.0140,6.6330000e-02,1.1960000e+03
15607,10122538,4,37.633600,158.811,5.4530,1.6070000e+00,1.9930000e+03
15546,10122255,1,27.665300,144.870,6.6260,1.3020000e-01,4.7900000e+02
15544,10122012,1,5.042810,135.394,14.1300,7.3460000e-02,3.0030000e+01
15545,10122012,2,5.042510,133.914,15.3700,1.3340000e-01,5.2820000e+01
15543,10120971,1,541.945000,442.273,7.4510,1.5790000e-01,5.4630000e+02
15486,10120548,1,8.830380,134.799,3.0640,5.1650000e-02,3.4280000e+02
15485,10119471,1,631.925000,299.673,9.9180,3.4880000e-01,1.3260000e+03
15484,10118816,1,7.717910,139.156,2.1040,3.3210000e-02,3.0350000e+02
16392,10118750,1,0.558212,131.773,1.4140,1.2970000e-02,5.0440000e+01
16393,10118750,2,0.558175,132.075,1.9850,9.8080000e-03,2.2860000e+01
16394,10118750,3,0.512484,131.745,1.5000,3.0360000e-02,4.6570000e+02
16391,10098844,1,47.449800,173.456,10.6700,3.1260000e-01,2.0930000e+02
16390,10098534,1,41.811500,166.524,2.1490,7.7700000e-02,3.8700000e+02
16331,10098322,1,3.118910,132.542,11.3100,1.1320000e-01,2.8970000e+01
16332,10098322,2,4.678220,133.183,11.9600,1.2790000e-01,4.3000000e+01
16330,10097149,1,0.542445,131.574,1.9980,8.7610000e-03,2.1970000e+01
16272,10096653,1,1.535330,131.999,4.3480,1.9610000e-02,2.4320000e+01
16270,10096641,1,1.540840,132.080,4.8120,5.7800000e-02,4.0000000e+01
16271,10096641,2,1.540820,132.629,4.3290,1.7560000e-01,3.4530000e+01
16269,10095512,1,3.008610,132.924,4.8300,1.0120000e+01,5.9350000e+04
16211,10095496,1,2.428940,133.776,3.8470,6.1450000e-01,2.4810000e+01
16212,10095496,2,2.429740,132.383,9.8050,6.1680000e-02,2.6100000e+01
16210,10095484,1,0.677710,131.664,1.3690,3.5890000e-01,2.6250000e+02
16209,10094670,1,22.064000,148.919,3.8700,4.6390000e-01,4.0730000e+02
16154,10093664,1,1.207030,132.630,2.3000,9.8640000e-03,1.6570000e+01
16152,10092312,1,4.468470,134.272,1.0820,1.5760000e-01,8.4740000e+02
16153,10092312,2,1.096580,132.516,1.2740,1.3450000e-02,1.1090000e+02
16090,10092003,1,5.707320,136.802,16.2500,2.2240000e-01,1.1770000e+02
16091,10092003,2,1.902810,132.744,4.2580,5.3900000e-02,9.1790000e+01
16089,10091829,1,2.686480,132.852,8.2860,1.3880000e-01,9.3060000e+00
16088,10091792,1,0.817659,131.689,2.2670,1.3870000e-02,4.2570000e+01
16029,10091703,1,225.942000,341.297,12.2600,1.0230000e+01,3.4780000e+05
16028,10091257,1,1.701940,131.949,2.9300,2.0810000e+00,4.9060000e+04
16027,10091175,1,5.626630,135.135,15.9000,1.0750000e-01,5.5730000e+01
15968,10091110,1,4.218510,133.507,3.6060,1.0240000e+00,2.3670000e+04
15969,10091110,2,8.529990,137.655,3.9040,4.5760000e+00,2.0050000e+04
15970,10091110,3,2.109250,133.510,2.9860,1.7430000e-01,1.0210000e+03
15967,10090854,1,12.630600,136.704,2.2680,3.9530000e-02,3.1100000e+02
15907,10090345,1,1.199290,132.637,3.9740,4.4020000e-02,3.8420000e+00
15908,10090345,2,1.199480,131.931,4.7650,2.5990000e-02,1.4700000e+01
15906,10090257,1,2.286140,133.530,4.0390,2.9390000e+00,2.2860000e+02
15905,10090219,1,2.286130,133.537,5.3030,5.8210000e-02,1.4810000e+02
15851,10089911,1,6.967130,138.243,3.4070,4.5080000e-02,2.0760000e+02
15852,10089911,2,11.609100,142.729,1.6600,1.9400000e-02,1.6240000e+02
15850,10089123,1,134.419000,227.953,15.4300,1.6170000e+00,2.1540000e+02
15791,10088162,1,381.703000,151.306,5.8560,1.0680000e-01,1.4440000e+02
15849,10088162,2,417.384000,290.532,6.1930,3.0970000e+00,2.6810000e+02
15790,10087973,1,501.883000,270.405,14.6300,3.5070000e-01,3.8210000e+02
15788,10087801,1,0.832833,131.679,1.9920,6.6130000e-03,1.1150000e+01
15789,10087801,2,0.832970,131.996,1.4960,5.3260000e-03,1.1700000e+01
15729,10083623,1,1.278540,131.538,0.9105,2.8900000e-02,6.4590000e+02
15730,10083623,2,1.278720,132.236,2.6020,4.7290000e-02,9.5220000e+01
15727,10083510,1,2.470410,133.918,6.9680,1.1060000e-01,4.5940000e+00
15728,10083510,2,1.235240,132.372,7.3190,1.3850000e-02,2.0420000e+00
15666,10083325,1,6.132860,132.003,1.4730,1.2010000e-02,5.7910000e+01
15664,10083134,1,6.276080,136.891,13.9600,1.6700000e-01,4.8260000e+01
15665,10083134,2,2.510290,131.845,7.4420,2.0570000e-01,2.7710000e+01
15602,10082844,1,1.041660,132.307,2.9030,2.2480000e-02,6.7230000e+01
15603,10082844,2,0.694529,131.760,2.5520,3.0790000e-02,4.9400000e+01
15601,10082556,1,459.293000,260.262,4.1270,3.2240000e-01,9.6500000e+02
15541,10081748,1,0.714687,131.536,2.1740,1.5300000e-02,1.4790000e+01
15542,10081748,2,1.429400,131.822,3.6330,1.7240000e-02,2.6090000e+01
15600,10081748,3,1.429780,132.500,3.0600,1.2610000e-02,1.9260000e+01
15540,10081256,1,0.978950,131.791,3.7950,6.3420000e-02,8.5940000e+01
15480,10080943,1,3.230500,133.437,4.6350,1.0540000e-01,2.7460000e+02
15481,10080943,2,3.230580,132.681,10.4000,2.6240000e-01,3.0520000e+02
15482,10080943,3,5.113500,133.264,14.4100,4.5920000e-01,6.7530000e+02
15483,10080943,4,2.607030,133.990,7.5000,7.6680000e-02,1.2190000e+02
15479,10080248,1,14.878400,142.967,7.2550,1.4960000e-01,3.1510000e+02
16386,10079420,1,1.516380,132.794,2.5140,1.6950000e-02,3.3850000e+01
16387,10079420,2,0.880080,131.523,2.9100,1.5170000e-02,2.5030000e+01
16388,10079420,3,3.520010,134.709,8.5760,1.0510000e-01,4.1220000e+01
16389,10079420,4,54.543100,169.859,7.0270,1.3890000e+00,3.1280000e+02
16329,10074841,1,0.561328,132.043,1.3820,1.8160000e-03,6.1940000e-01
16328,10074737,1,1.922180,131.593,5.5010,2.2790000e-02,1.9720000e+01
16327,10074700,1,365.634000,238.984,32.5300,5.3540000e+00,2.9370000e+04
16326,10074466,1,35.011900,150.372,2.5070,9.6750000e-02,4.1810000e+02
16268,10074067,1,1.954960,132.596,10.0700,6.4590000e-02,1.3830000e+01
16267,10073672,1,2.252990,132.235,1.5570,6.5760000e-02,5.2460000e+02
16266,10073654,1,1.111170,132.017,3.3050,2.4920000e-02,5.5770000e+01
16207,10071339,1,0.767358,131.665,2.6090,9.0740000e-03,1.2420000e+01
16208,10071339,2,0.767424,132.017,2.5420,1.1840000e-02,2.0710000e+01
16206,10071056,1,1.132060,132.131,3.4160,2.3440000e-02,2.9130000e+01
16205,10070479,1,1.758580,131.799,0.9538,2.3970000e-02,1.7050000e+02
16151,10070468,1,1.681900,133.076,2.3130,1.8200000e-02,7.4420000e+01
16150,10070331,1,3.878580,133.658,8.3470,4.1250000e-01,3.3050000e+01
16149,10068919,1,43.562200,153.271,3.6870,5.7430000e+00,5.1330000e+04
16087,10068797,1,4.861540,135.951,20.5700,8.6800000e-03,4.4150000e-02
16086,10068659,1,11.476900,139.630,2.6760,7.0780000e-02,2.5370000e+02
16084,10068383,1,7.304980,133.121,4.4910,3.1530000e+00,1.1130000e+04
16085,10068383,2,7.305000,136.774,3.4300,1.4240000e-01,7.5010000e+02
16024,10068030,1,2.023110,132.078,1.2300,7.3090000e-02,1.0690000e+03
16025,10068030,2,1.011570,132.072,1.2170,1.7640000e-02,2.5590000e+02
16026,10068030,3,459.332000,260.204,5.4400,2.7790000e-01,6.1480000e+02
15966,10068024,1,2.023090,132.083,1.3320,1.3160000e-02,6.2010000e+01
16022,10068024,2,4.147070,135.609,5.0900,1.7330000e+00,2.5460000e+01
16023,10068024,3,4.146110,133.615,4.8990,1.8330000e+00,2.3600000e+01
15964,10066755,1,2.465430,132.723,3.8060,2.2270000e+00,1.0930000e+02
15965,10066755,2,2.464430,133.651,6.0180,6.3200000e-02,6.9040000e+01
15901,10065244,1,7.021450,135.143,8.9200,2.8070000e+00,5.5790000e+02
15902,10065244,2,1.170210,132.263,3.5920,2.6800000e-01,2.0650000e+02
15903,10065244,3,7.021610,136.336,8.7240,1.9620000e-01,4.9880000e+02
15904,10065244,4,7.022580,133.919,9.1750,2.0850000e-01,5.0580000e+02
15848,10064921,1,611.314000,358.767,6.8810,2.5110000e+00,4.5070000e+02
15847,10064256,1,5.959650,135.004,2.9030,3.2930000e-02,1.1800000e+02
15846,10063802,1,120.019000,134.182,11.7600,6.3700000e-01,9.5210000e+02
15787,10063208,1,9.328090,132.865,4.1470,1.5460000e-01,4.5910000e+01
15786,10063044,1,1.009680,131.580,3.1590,8.6540000e-01,1.5710000e+05
15785,10059645,1,6.494430,132.249,2.1030,9.4740000e-02,3.7970000e+02
15784,10057494,1,2.418100,132.388,2.2280,1.6010000e-02,4.3740000e+01
15725,10056931,1,2.273390,131.882,8.2430,8.9080000e-02,5.4920000e+01
15726,10056931,2,2.273350,132.472,3.5980,2.5620000e-02,5.8440000e+01
15722,10056297,1,1.484040,132.860,3.6040,1.3560000e+00,6.5530000e+02
15723,10056297,2,1.484040,131.870,5.6510,1.1810000e-01,4.9410000e+02
15724,10056297,3,1.484040,132.373,5.0000,6.7740000e-02,2.1510000e+02
15661,10055126,1,9.176140,138.715,4.2890,6.0660000e-02,2.0070000e+02
15662,10055126,2,19.738300,133.285,4.9300,2.3090000e-01,1.4560000e+02
15663,10055126,3,232.035000,262.275,11.7200,2.6090000e-01,2.7690000e+02
15599,10053675,1,591.134000,207.599,6.5300,1.0860000e-01,3.0950000e+02
15598,10053138,1,11.772900,138.774,3.8260,3.5930000e-02,7.2630000e+01
15538,10035772,1,0.576546,131.980,2.0000,1.9950000e-02,1.1580000e+02
15539,10035772,2,0.864814,131.552,1.4690,1.5000000e-02,1.1510000e+02
15596,10035772,3,0.793026,132.201,2.1470,1.3240000e-01,1.5310000e+02
15597,10035772,4,0.793058,131.770,3.0000,2.6100000e-02,8.8090000e+01
15536,10035363,1,5.840640,136.839,14.8400,4.7400000e-01,3.0950000e+01
15537,10035363,2,5.191710,132.885,12.3100,5.9420000e-02,2.7140000e+01
15477,10035155,1,0.558887,131.677,1.4170,2.4970000e-02,3.2670000e+02
15478,10035155,2,0.558884,131.908,1.4860,2.2220000e-02,2.5620000e+02
15535,10035155,3,0.558881,132.022,1.4690,2.3510000e-02,2.9930000e+02
15476,10035150,1,0.750168,131.762,2.5220,1.0930000e-02,2.2300000e+01
16385,10034643,1,2.822480,133.436,10.0300,1.2720000e-01,1.4010000e+01
16384,10034425,1,0.641227,131.948,2.6260,1.0190000e-02,1.7820000e+01
16383,10033959,1,103.125000,230.684,2.0560,7.4400000e-02,6.5300000e+02
16382,10033279,1,72.491400,139.778,3.6780,1.9020000e+00,1.2820000e+03
16325,10032819,1,0.821591,132.323,2.1410,2.8210000e-02,1.8460000e+02
16324,10032795,1,2.290330,132.891,2.5350,1.2680000e+00,3.5130000e+01
16323,10031918,1,8.589740,132.020,4.8310,7.2650000e-02,1.3910000e+02
16265,10031907,1,8.589660,132.019,7.7080,1.4230000e+01,9.6800000e+02
16322,10031907,2,4.294870,131.879,8.6550,1.0500000e-01,1.7880000e+02
16263,10031885,1,8.589680,132.017,5.8580,8.3230000e-02,2.4290000e+02
16264,10031885,2,8.589350,136.231,9.7920,7.2160000e-02,6.4580000e+01
16204,10031808,1,8.589540,132.029,7.5000,3.4700000e-01,2.7020000e+05
16262,10031808,2,8.589620,136.207,12.6500,3.8260000e+01,8.1220000e+04
16202,10031707,1,8.589710,132.018,6.5420,1.1010000e-01,4.0270000e+02
16203,10031707,2,8.589280,136.235,6.2970,5.9380000e-02,1.2460000e+02
16201,10031656,1,8.589980,131.974,6.5060,5.7790000e-01,2.9260000e+02
16147,10031634,1,0.652826,131.783,2.1910,5.0720000e-02,1.7850000e+01
16148,10031634,2,0.652790,132.089,2.0390,3.1330000e-02,1.7090000e+02
16146,10031526,1,8.589050,132.072,6.3640,8.8410000e-02,2.0680000e+02
16145,10031500,1,8.589680,132.014,7.9620,3.9810000e+00,3.0480000e+02
16144,10031409,1,2.071940,132.837,4.3440,2.7330000e+00,2.0910000e+05
16082,10030778,1,29.473200,154.892,6.4110,3.5950000e+01,1.4000000e+04
16083,10030778,2,29.473200,140.375,6.3150,1.5000000e+01,1.0290000e+04
16081,10030092,1,267.605000,375.768,10.2300,1.1310000e-01,1.5260000e+02
16021,10029999,1,1.047890,131.682,3.7500,2.9060000e-02,1.6440000e+01
